file,purpose,data_source,current_status,whether_correct,whether_duplicated,whether_used_in_report,whether_used_in_presentation,whether_understandable_without_reading_source_code,recommendation,notes
archive/intermediate_tables/sustainability_fixed_policy_evaluation.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/sustainability_lambda_audit.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/sustainability_managerial_policy_summary.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/sustainability_nondominated_policy_set.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/sustainability_opportunity_audit_report.json,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/sustainability_profit_waste_tradeoff.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/sustainability_reward_wiring_audit.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/sustainability_scenario_audit.csv,supporting or archived table/config,generated project output,archived,REVIEW,NO,NO,NO,PARTIAL,ARCHIVE, Contains blanks/missing values; acceptable for some supporting artifacts.
archive/intermediate_tables/sustainability_scenario_selection.csv,supporting or archived table/config,generated project output,archived,REVIEW,NO,NO,NO,PARTIAL,ARCHIVE, Contains blanks/missing values; acceptable for some supporting artifacts.
archive/intermediate_tables/sustainability_scenario_tradeoff_classification.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/sustainability_selected_tradeoff_scenarios.csv,supporting or archived table/config,generated project output,archived,REVIEW,NO,NO,NO,PARTIAL,ARCHIVE, Contains blanks/missing values; acceptable for some supporting artifacts.
archive/intermediate_tables/sustainability_tradeoff_analysis_report.json,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/sustainability_tradeoff_episode_level.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,Too wide for report; use summarized docs.
archive/intermediate_tables/sustainability_tradeoff_vs_always_zero.csv,supporting or archived table/config,generated project output,archived,YES,NO,NO,NO,PARTIAL,ARCHIVE,
archive/intermediate_tables/sustainability_waste_constrained_policy_selection.csv,supporting or archived table/config,generated project output,archived,REVIEW,NO,NO,NO,PARTIAL,ARCHIVE, Contains blanks/missing values; acceptable for some supporting artifacts.
archive/intermediate_tables/sustainability_waste_reduction_efficiency.csv,supporting or archived table/config,generated project output,archived,REVIEW,NO,NO,NO,PARTIAL,ARCHIVE,Too wide for report; use summarized docs. Contains blanks/missing values; acceptable for some supporting artifacts.
archive/old_configs/repository_file_inventory.csv,supporting or archived table/config,generated project output,archived,REVIEW,NO,NO,NO,PARTIAL,ARCHIVE, Contains blanks/missing values; acceptable for some supporting artifacts.
outputs/tables/final_result_consistency_audit.csv,supporting or archived table/config,generated project output,supporting,REVIEW,NO,NO,NO,PARTIAL,KEEP_SUPPORTING, Contains blanks/missing values; acceptable for some supporting artifacts.
results/final_summary.csv,main result table,generated project output,main,REVIEW,NO,SUMMARY,YES,YES,KEEP_MAIN, Contains blanks/missing values; acceptable for some supporting artifacts.
results/key_tables/demand_recovery_summary.csv,main result table,generated project output,main,YES,NO,YES,NO,YES,KEEP_MAIN,
results/key_tables/dqn_heldout_test_summary.csv,main result table,generated project output,main,REVIEW,NO,YES,NO,YES,KEEP_MAIN, Contains blanks/missing values; acceptable for some supporting artifacts.
results/key_tables/final_heldout_baseline_ladder.csv,main result table,generated project output,main,YES,NO,YES,YES,YES,KEEP_MAIN,Too wide for report; use summarized docs.
results/key_tables/final_profit_waste_pareto_frontier.csv,main result table,generated project output,main,YES,NO,YES,NO,YES,KEEP_MAIN,
results/key_tables/ppo_original_vs_balanced_comparison.csv,main result table,generated project output,main,YES,NO,YES,YES,YES,KEEP_MAIN,
