"path","size_bytes","sha256","category"
"outputs\figures\planning_distillation\planning_vs_learned_confusion_matrix.png","29210","6e67a47378804b77cb125d7531e230bed339c9566dc92895265ef90d3ea8c8a3","figure"
"outputs\figures\planning_distillation\profit_waste_comparison.png","42776","80f68302a61bcaffeef080b7f4c3a4569656c02cd4a1c2682021a8106651b417","figure"
"outputs\figures\planning_distillation\win_tie_loss_shares.png","44616","7b6cb0985bc43f162338e589e23241955cfe46921ebbfc32c7a158b32951db4a","figure"
"outputs\figures\planning_distillation\worst_case_episode_comparison.png","40176","be440df617abed2f9afc6b806a452f80828965415e47b236735c3e81c2d351e2","figure"
"outputs\figures\ppo_checkpoint_validation\accounting_profit_by_checkpoint.png","146994","17e722bf9fb9343962e46a4088f95d2373f78481280c76f181e84b58f164ddf7","figure"
"outputs\figures\ppo_checkpoint_validation\action_distribution_by_checkpoint.png","151921","2836d503b6287318dfd972ef029149b463f5e56f7672d96c4463fe5c91c47017","figure"
"outputs\figures\ppo_checkpoint_validation\action_entropy_over_training.png","142815","852706472330eb111c43a7a53e147464b1613e085db0f2d1d0d7ed9630ebbe8b","figure"
"outputs\figures\ppo_checkpoint_validation\observed_vs_recovered_checkpoint_comparison.png","48617","15f9655b616eaf71ba698e284edf3a7fabd5d5650e2d5259b46b24060e181d36","figure"
"outputs\figures\ppo_checkpoint_validation\paired_profit_difference_vs_always_zero.png","136753","54b4f3a75fb74bc85e440d24e26d83d2cd03e921e2c5568b5583c9d240a7d00f","figure"
"outputs\figures\ppo_checkpoint_validation\state_dependent_markdown_behavior.png","65924","92d312c2c87f5581e1ed38377d900a58127a8f97b9766e10a1fedb7655bb9f0f","figure"
"outputs\figures\ppo_checkpoint_validation\validation_performance_by_checkpoint.png","141812","e19f52d8157589c903689ee7a34ab0f42739460fad2674aad3923271f8b12163","figure"
"outputs\figures\ppo_checkpoint_validation\waste_rate_by_checkpoint.png","143675","550f2acbe66a27e03ce0420901ce1ca7cc02b823c0c2fc073db5bf02def1a17e","figure"
"outputs\figures\ppo_financial_paired_validation\calibration_transmission_summary.png","19867","a2dfc89c69c9d17dbda579b3396080fe81ca77b0bedc385e25ed743adc2226ab","figure"
"outputs\figures\ppo_financial_paired_validation\initial_inventory_comparability.png","19377","d1cfb4e860182188196ae277c91af27c5601ebd89e0db3e1b8cae024030317c4","figure"
"outputs\figures\ppo_financial_paired_validation\markdown_by_fraction_expiring_soon.png","50665","7622140450d601efd3df3e10924179b0a00e58a5911fd7ccf19bc9facc91e5b2","figure"
"outputs\figures\ppo_financial_paired_validation\normalized_accounting_profit_by_policy.png","91412","2049a59f048e20ee525b8b2b252e810f8facf2fc50495cf5b66341906b95854d","figure"
"outputs\figures\ppo_financial_paired_validation\observed_vs_recovered_action_distribution.png","42360","77a6e4d9b2542fd39305ff3942963053873acc3584574e059fcf49f54685c27a","figure"
"outputs\figures\ppo_financial_paired_validation\paired_profit_difference_confidence_intervals.png","65848","faa8a5bc54e32bcca6babbe4227aa2ce0927c841c8d1c5df8adc8010f2627000","figure"
"outputs\figures\ppo_financial_paired_validation\policy_win_tie_loss_comparison.png","125712","d64cbb439cd67883d5f7efa10094a7c4afa5ee872ed14cd40d84fd1aa667b6dd","figure"
"outputs\figures\ppo_financial_paired_validation\profit_versus_waste_scatter.png","41989","aa8cab15c45003f891f83e6a3677d13f9c76d6318e6079780e3ca1ca12542471","figure"
"outputs\figures\ppo_financial_paired_validation\sell_through_rate_by_policy.png","88907","904f12a7d26653590e0a7bb9167e30af3613ed7094d98e3e8127093569a9c617","figure"
"outputs\figures\ppo_financial_paired_validation\waste_rate_by_policy.png","89346","0286320ff713ad69f5f799fc2140a71e74ee4f3e52530e2d837b93dc24d40d24","figure"
"outputs\figures\ppo_training_redesign\action_entropy_by_timestep.png","58648","271bd7b5858fabf84c302cb36d387c28cfdd1ce84af4ca0643f07d0201c8ae5b","figure"
"outputs\figures\ppo_training_redesign\diagnostic_oracle_value_gap_by_timestep.png","69816","1acbb0b9407e4f5763e49c73dc8d38ac51c15ff27aa7a8cccdd7b31f5c0ba44b","figure"
"outputs\figures\ppo_training_redesign\high_risk_state_action_behavior.png","64516","7fc452c8ea2a34060eb9d17009fbfa2b349df4c0576d803f6b9110a98c2c4dcb","figure"
"outputs\figures\ppo_training_redesign\multimetric_checkpoint_selection_summary.png","54756","7573fe9880f4b61a8947a22dde1e4788039b3f3620c488cf10058dd5859f6577","figure"
"outputs\figures\ppo_training_redesign\oracle_regret_by_timestep.png","69816","1acbb0b9407e4f5763e49c73dc8d38ac51c15ff27aa7a8cccdd7b31f5c0ba44b","figure"
"outputs\figures\ppo_training_redesign\original_vs_redesigned_error_decomposition.png","57769","4e600ff4d9a11ba539e7db566fda6bc6a8d2cd8fb3daaa7d068d284904225a17","figure"
"outputs\figures\ppo_training_redesign\ppo_vs_always_zero_paired_profit.png","65475","93f0ae99e1a9bc9b919ec171947a82e7316b265d2e5b39fd57907373b58ed513","figure"
"outputs\figures\ppo_training_redesign\selected_action_distributions.png","52623","3abc0d00cc88f4adcc9f06cf488484ac0e288ece95fb121cdda25c996fc72679","figure"
"outputs\figures\ppo_training_redesign\selected_model_comparison_after_audit.png","75305","42027e069c0b1dcb39e19d13c85f64ab1e8adef9cbe52069e4b396509aa8c060","figure"
"outputs\figures\ppo_training_redesign\unnecessary_markdown_by_timestep.png","62445","3bd8a458242f8fdc6f6c0968a7af0496c42cd809b950b67a1e5cb4d00daac9ef","figure"
"outputs\figures\ppo_training_redesign\validation_profit_by_timestep.png","66345","faafecded669fa02493742b655715af1805514fa62626dc81ea574cb9864eaf4","figure"
"outputs\figures\ppo_training_redesign\zero_action_share_by_timestep.png","56235","6762716c32360b359be41418e1457b59de22ef91d29a438755488db82a630b36","figure"
"outputs\figures\pricing_env_validation\action_effect_curves.png","52934","19b39cec9ecbe3778d18c67f197359b2c725c521ea92b63d6a500fd878fba5aa","figure"
"outputs\figures\pricing_env_validation\conservation_error_summary.png","23525","56fcc882a3e02b052b6f73f73f7926b4e8d494fb7b67aeca6379a3fc208e3347","figure"
"outputs\figures\pricing_env_validation\inventory_sales_waste_trajectory.png","143014","c91c2991bc097e1f126e5d37a1a1b551a0005451b057a8aa3b998bbff9db730d","figure"
"outputs\figures\pricing_env_validation\observed_vs_recovered_calibration_comparison.png","51361","7f550c482f964ccf7529d4a18effc4c88da75825b2f483a0cfd6cc515366c3d7","figure"
"outputs\figures\pricing_env_validation\preferred_action_by_fraction_expiring_soon.png","41467","0db79f48dee2be665d31de34c9a339244bf9f4c51125958401890016c7617d6b","figure"
"outputs\figures\pricing_env_validation\preferred_action_distribution.png","69859","40aa96e6f4ff2bfa0720474e741502e13b90965fa16dddcce7423ab70d995554","figure"
"outputs\figures\pricing_env_validation\profit_comparison_by_fixed_policy.png","64300","67106508437b3806cc8a0c8601b538af83c12ed13a01731914b8944400c5ea95","figure"
"outputs\figures\pricing_env_validation\profit_versus_waste_scatter.png","30974","5cd746fd1f0ad1c3f49f39fc5345570cfe28c4e85ffb168fe3c15ba669473014","figure"
"outputs\figures\pricing_env_validation\remaining_life_bucket_trajectory.png","22256","d7524fa385a313465ce70b6e9ec9862c2fb0d4449a42859f792844d9b3b57739","figure"
"outputs\figures\pricing_env_validation\reward_component_distributions.png","23785","e884444271eff5f4a8d973000fdf1ea92facaa8c7353b71ca20e8def1cb1300f","figure"
"outputs\figures\pricing_env_validation\scenario_sensitivity_matrix.png","24220","3ebaf1ef4f7c5e397e9a77e67648bd100f8d399cb2e42ed1025f086e874871b2","figure"
"outputs\figures\pricing_env_validation\waste_comparison_by_fixed_policy.png","62816","50e256f33c809f2f342c92db761d348323ce1aa9a0e32931eacce70c273c385f","figure"
"outputs\figures\sustainability_opportunity_audit\fixed_policy_ranking_by_lambda.png","32311","f907aad78f6c73f6f0694bb2871b43cbc54ba6d9ead16b4ecc7cdabd184376ba","figure"
"outputs\figures\sustainability_opportunity_audit\normalized_profit_by_scenario_and_policy.png","68112","dcf14b513977f8ec0faa7ec371661928cac653ef0593b1507b9a0d7dbd9fe5bf","figure"
"outputs\figures\sustainability_opportunity_audit\profit_versus_waste_scatter_candidate_scenarios.png","33011","0c36c8a3bb8079106652eaf5241f05ce0b0e7269f3f70d97b7ea5bca29caa645","figure"
"outputs\figures\sustainability_opportunity_audit\reward_component_magnitude_by_lambda.png","48991","736a08653ab5135058e15856e8378b81ebfe103cc8281f04aa42a34ef0b922ef","figure"
"outputs\figures\sustainability_opportunity_audit\selected_sustainability_scenario_overview.png","33388","59433d6bbd9986f9194e6a0fecadb7e1303854a158e78d4c79b011f6a658740b","figure"
"outputs\figures\sustainability_opportunity_audit\waste_rate_by_scenario_and_policy.png","72311","bfafb6a9ccc5b65e85771b19b895fec6f21c7f5c378bf9174ec67356fa8e7fb1","figure"
"outputs\figures\sustainability_opportunity_audit\waste_reduction_versus_profit_sacrifice.png","33277","1ec2618c08536f60013f4becda56825f894ed3e3a55b5a679d31a1e7974d0173","figure"
"outputs\figures\sustainability_tradeoff_analysis\empirical_nondominated_policy_set.png","32992","ca57f2f2a3b7910c9b3069840e0ad6c6a9b9768ad23ced6754dc860e5fe6577b","figure"
"outputs\figures\sustainability_tradeoff_analysis\managerial_decision_map.png","43915","0c5364c7e4fc87e9dd16279ab1cf9f6c252967250c58cf6b5dbd23adc8623340","figure"
"outputs\figures\sustainability_tradeoff_analysis\observed_vs_recovered_calibration_tradeoff.png","31643","9407fc8111238abde7363cd07179b47018405a2ae06bb6ec6098f5021a4b411c","figure"
"outputs\figures\sustainability_tradeoff_analysis\policy_normalized_profit_by_scenario.png","49216","ad2389cf6f5b13c872d34584268482bde999a60474929dc2ac35b9515383d6ab","figure"
"outputs\figures\sustainability_tradeoff_analysis\policy_waste_rate_by_scenario.png","54113","04c03074e5778e5b34ffd2f3d6d38f9f5a6a5c6733be8c9733c44c9678fb9b4a","figure"
"outputs\figures\sustainability_tradeoff_analysis\profit_vs_waste_scatter_by_scenario.png","43139","681850f73e4ff9a9809b730ce0e2a85426e571a821d3e7412c8424bba32b5445","figure"
"outputs\figures\sustainability_tradeoff_analysis\scenario_tradeoff_classification.png","49529","a1f0bba6c90f0f7c2121d1fe3470f683e1b918c3fb386b7a4cc74451069497b1","figure"
"outputs\figures\sustainability_tradeoff_analysis\waste_constrained_policy_recommendations.png","59714","29fb9d760b9877516bc76168188bfc8ef46f3a23988a279c4d03bc3149ad892c","figure"
"outputs\figures\sustainability_tradeoff_analysis\waste_reduction_efficiency.png","33245","d86ccb876261c300c5a2033cabce4dfc438b93f51309ede2fef7362d0a9effee","figure"
"outputs\figures\sustainability_tradeoff_analysis\waste_reduction_vs_profit_sacrifice.png","33131","41a872fd742cdc31f79c7ea97c2a19a8b0ae3ed2398e595071873505f967ba73","figure"
"outputs\manifests\high_risk_b_expanded_validation_manifest.csv","2445","bd6aa08efcfbc21a2e1e2f541197b4d2ce9d11343823dc848883bb5d5afd317b","manifest"
"outputs\manifests\high_risk_b_final_test_manifest.csv","7876","674d4d2044c20494bc362d1f0fb4df80a94ab6595443cdcadf8c1d6aa4426d6e","manifest"
"outputs\manifests\high_risk_b_final_test_manifest.partial.csv","7876","674d4d2044c20494bc362d1f0fb4df80a94ab6595443cdcadf8c1d6aa4426d6e","manifest"
"outputs\models\.gitkeep","5","f01a374e9c81e3db89b3a42940c4d6a5447684986a1296e42bf13f196eed6295","other"
"outputs\models\discount_response_config.json","3322","6db90cbf3f355b18d622049f57d07eedfc089a318971e208cb41c6896acb3042","other"
"outputs\models\MODEL_ARTIFACTS.md","1253","c61d652d1bcf51536dbbdc28fdd1b43a1972e7c697417d934f97861db3ca2ce4","other"
"outputs\models\dqn_high_risk_b\STABLE_DQN\seed_42\run_state.json","960","885692b48d9b4e99811fc38af63439c9fe2aea92ab0d577c5da6ae7317117f10","other"
"outputs\models\dqn_high_risk_b\STABLE_DQN\seed_42\training_config.json","935","13f88ecaa0883676a2ca13743182f7c4f5a013449515959b93f6c0b668f36feb","other"
"outputs\models\dqn_high_risk_b\STABLE_DQN\seed_42\monitor\monitor_42.csv.monitor.csv","31715","32f36b8e97a76b2bbcb62ba6af3fe0b088ee30da4d80a2e42b00ff413e75dce9","other"
"outputs\models\dqn_high_risk_b\STANDARD_DQN\seed_123\run_state.json","948","0ae98c756823367c715d65b4314ab675b40b8fb55dac9e1c35ec528e0a894a39","other"
"outputs\models\dqn_high_risk_b\STANDARD_DQN\seed_123\training_config.json","923","3f0b97142e15f7d8a35da2d7d803f6618d0ec501083c59693dd03e7cf27a4a76","other"
"outputs\models\dqn_high_risk_b\STANDARD_DQN\seed_123\monitor\monitor_123.csv.monitor.csv","58","05d263fade4b2df3736899439ef7cee08837f9587dfd49cc268c3da0788764b1","other"
"outputs\models\dqn_high_risk_b\STANDARD_DQN\seed_42\run_state.json","949","ff41c722ecd5b77380cfe4b761609ffa114a7626fc6fdd2f5cd199cb30ffbab1","other"
"outputs\models\dqn_high_risk_b\STANDARD_DQN\seed_42\training_config.json","924","0a673e930c0ff85ba67245cfcbe575714951703198b1dd6af26e6fa8cd22a1ae","other"
"outputs\models\dqn_high_risk_b\STANDARD_DQN\seed_42\monitor\monitor_42.csv.monitor.csv","57","7de3c309bb7aa21e4f4fe0761c4e5eefc353d8e535ddfedd2f05386b40f7169e","other"
"outputs\models\dqn_high_risk_b\STANDARD_DQN\seed_456\run_state.json","948","edf87ed521488a811694b96d3580c7bc2b3c9dd7172a18efaf33fee4adfb8eaa","other"
"outputs\models\dqn_high_risk_b\STANDARD_DQN\seed_456\training_config.json","923","efe9c733de31b6a87e7f70e0df5481b804fed5b2f35641c6d4ef54ea580a6d1c","other"
"outputs\models\dqn_high_risk_b\STANDARD_DQN\seed_456\monitor\monitor_456.csv.monitor.csv","57","1df4710605586ad50913265dc6ac699a6e5647b10a1671d2e7c17133b340c221","other"
"outputs\models\ppo_operational\observed_financial\seed_42\learning_curve.csv","1271","9690e12df76c18d3b8b8ae6dc8771000e5a3d8d1a00d3066a6e6e5a00930f37c","other"
"outputs\models\ppo_operational\observed_financial\seed_42\run_state.json","719","5ec9876374d20d160451149c2e7efab57a972a3eccd1a7fdc847a9713d291291","other"
"outputs\models\ppo_operational\observed_financial\seed_42\training_config.json","1018","a39373004206010f2d92b5d90822400abbb24969879bfc890ffe1b60b5d66089","other"
"outputs\models\ppo_operational\observed_financial\seed_42\training_summary.json","1726","34dccd5429f418ea8b920d2deaa3f862e719ddb3a74047e926ef87d140da3a24","other"
"outputs\models\ppo_operational\observed_financial\seed_42\monitor\monitor_1051.csv.monitor.csv","43256","9dbd3d231a402802f09d8e7b94175d32722b31e7c6259031fd58674526d67508","other"
"outputs\models\ppo_operational\observed_financial\seed_42\monitor\monitor_2060.csv.monitor.csv","43282","7b4d04d21bdae87aa47f5fe4fff6084dc91a121296e25903d1175ee7d5941125","other"
"outputs\models\ppo_operational\observed_financial\seed_42\monitor\monitor_3069.csv.monitor.csv","43032","6aebdce75f4f904a2f8472358af50b6c5443394decf563f96610710251d72643","other"
"outputs\models\ppo_operational\observed_financial\seed_42\monitor\monitor_42.csv.monitor.csv","43764","bcf0a908be51e898862800f98c4a12e1c5e4d315263753f974620fd8611b1d1e","other"
"outputs\models\ppo_operational\recovered_financial\seed_42\learning_curve.csv","1274","dbd6f597bd53f76ae19c3ba25edc6f59249d7dbda85478e828cb132ab945af55","other"
"outputs\models\ppo_operational\recovered_financial\seed_42\run_state.json","718","b9aeb84c15f09f6f9247206ed823ef963d04504ff20141b58eca569ad38a9242","other"
"outputs\models\ppo_operational\recovered_financial\seed_42\training_config.json","1021","02dfd238002fd86a4d65f7beb109bb1c67cccf5661780628b241b27b8f5f8e96","other"
"outputs\models\ppo_operational\recovered_financial\seed_42\training_summary.json","1730","eee4307752cbd4ce2d6b133416844e76b7d1720117867d0a39d9f310a454ca48","other"
"outputs\models\ppo_operational\recovered_financial\seed_42\monitor\monitor_1051.csv.monitor.csv","43397","76a8f2bc05535c52f7c8102d4d334d3fdf3af00a8ca718df6022b47da916ffee","other"
"outputs\models\ppo_operational\recovered_financial\seed_42\monitor\monitor_2060.csv.monitor.csv","43544","9463b41613e9fcd022a974ef9edcf8b506dd4fa6ca5d60136f1bb002aed94ff9","other"
"outputs\models\ppo_operational\recovered_financial\seed_42\monitor\monitor_3069.csv.monitor.csv","43044","0a2897dfe0913181c107e8fe44236d53ee234ef9c4bc11c6ae37990af2ba5e00","other"
"outputs\models\ppo_operational\recovered_financial\seed_42\monitor\monitor_42.csv.monitor.csv","43488","2fe5a7d1021046e968f4a4407b1f1e507a26ccafec028ceffcf2069e5da6dbf0","other"
"outputs\models\ppo_operational\recovered_financial_metrics\seed_77\learning_curve.csv","311","b62027bd8d04e1d4ebdcce04b720007436e3fb24d9fca70b70debf6eb574d7b9","other"
"outputs\models\ppo_operational\recovered_financial_metrics\seed_77\run_state.json","708","e6d44de82b5595c73537cad16050402c87df352e6c6e4b4575e4f25f42a3750c","other"
"outputs\models\ppo_operational\recovered_financial_metrics\seed_77\training_config.json","935","a285dfb9ecf2bc340e6f275e4bfdea7d67640dd3ee1ce527b959e3c54eb18ca6","other"
"outputs\models\ppo_operational\recovered_financial_metrics\seed_77\training_summary.json","1703","34e372569d0df1b8b7375166e7ef44a5505402450cb6ccdc244c909273009cbc","other"
"outputs\models\ppo_operational\recovered_financial_metrics\seed_77\monitor\monitor_77.csv.monitor.csv","138","d647739ef34921e7ba34f6cc39ed3a6fa9c22a8195e7efc42b7902eaf6b85092","other"
"outputs\models\ppo_operational\recovered_financial_pytest\seed_2026\learning_curve.csv","315","fa0a3b5476024f46b5f01e6f69df466885c3acbcc064a297b886318566915295","other"
"outputs\models\ppo_operational\recovered_financial_pytest\seed_2026\run_state.json","712","c92c61f7a57dc6014a641b5d5e70df68235598a25de36ce99149b207fd3a2142","other"
"outputs\models\ppo_operational\recovered_financial_pytest\seed_2026\training_config.json","936","de682fc6530bb605094b3ef15ae567df9f5ce6b4c35d33129a84aa65e7db0cd9","other"
"outputs\models\ppo_operational\recovered_financial_pytest\seed_2026\training_summary.json","1710","39952ca63103087ee1ecc4ecd124fe9f33b71e5639d5e83727169fad37ec322d","other"
"outputs\models\ppo_operational\recovered_financial_pytest\seed_2026\monitor\monitor_2026.csv.monitor.csv","121","5fd95d3600b9e63d34c60f0ac478bafd645b708fb0a8203fef257bfc031e03a9","other"
"outputs\models\ppo_operational\recovered_financial_repro\seed_42\learning_curve.csv","303","7d571e97748742cede5544b115bf33d41db2429cd85b4db1a2e7f3418a7fe024","other"
"outputs\models\ppo_operational\recovered_financial_repro\seed_42\run_state.json","700","4810143ca24e19b30df2b044a07146f5d7b8f8dc11572c103f36adcb318e2a9a","other"
"outputs\models\ppo_operational\recovered_financial_repro\seed_42\training_config.json","933","23aebe06757d57f9dca44a46a857940b636051958d41e043f91de76b7cadec8e","other"
"outputs\models\ppo_operational\recovered_financial_repro\seed_42\training_summary.json","1692","5149fe2e2648904206062f274c1b6f04f4d53d5999b59afaf25895a7c99dc487","other"
"outputs\models\ppo_operational\recovered_financial_repro\seed_42\monitor\monitor_42.csv.monitor.csv","119","2e2f15e329be85c54baa9df604223b9ce3e63bd14f4b6537a327e13a74511300","other"
"outputs\models\ppo_operational\_pytest_monitor\monitor_1051.csv.monitor.csv","58","1d889c3c9a09c8d54ec94be29755c49b3157dd762df257a933b8310e8a080172","other"
"outputs\models\ppo_operational\_pytest_monitor\monitor_42.csv.monitor.csv","58","eef003636fedcc047aad07b841820b047edcf10e940feac5a72fa59cd0b36fbb","other"
"outputs\models\ppo_training_redesign\balanced\seed_123\run_state.json","126","87d3c78140290a55cc94213cc417d0259baf1a0fc0b258b402af6ef68e83c54c","other"
"outputs\models\ppo_training_redesign\balanced\seed_123\training_metadata.json","522","d5486c9b7015cda6c5b71d2a64368864c64a6547813d1d236f8aca30363964b2","other"
"outputs\models\ppo_training_redesign\balanced\seed_123\monitor\monitor_1132.csv.monitor.csv","37219","6402409318ba15e1c4fad5bce4027d025c5829fdf01897e578fb6dc5470f6cec","other"
"outputs\models\ppo_training_redesign\balanced\seed_123\monitor\monitor_123.csv.monitor.csv","37752","424b9f9e8e38d5884f8553e9af0bc39578f7e1772659391d8c676077e4bc792d","other"
"outputs\models\ppo_training_redesign\balanced\seed_123\monitor\monitor_2141.csv.monitor.csv","37928","40c73e97eecf811c693a00cb3029a0423dd5bd63e33ca817dde2f5670f160e30","other"
"outputs\models\ppo_training_redesign\balanced\seed_123\monitor\monitor_3150.csv.monitor.csv","37683","f5ce698e9557ed0576985665e2af7b3864590f05098487beda496f4d35425660","other"
"outputs\models\ppo_training_redesign\balanced_stable\seed_123\run_state.json","126","2026bd70898e3696adcb53071d34911125f9520753c8b78070297ae95b582ced","other"
"outputs\models\ppo_training_redesign\balanced_stable\seed_123\training_metadata.json","529","58ffb23d9297886307c288243af8246d995e8c70bfa0a1d012adf0d297725699","other"
"outputs\models\ppo_training_redesign\balanced_stable\seed_123\monitor\monitor_1132.csv.monitor.csv","37629","5f70028341b50c72f6b6dfd14fd4c32587f6b78ca77bc8fc86ed303a2faabed6","other"
"outputs\models\ppo_training_redesign\balanced_stable\seed_123\monitor\monitor_123.csv.monitor.csv","37960","ba8d8c43f0dcd00f457b6028ec6df0a3380880fa2b2e477934f1c1300bf6cc7d","other"
"outputs\models\ppo_training_redesign\balanced_stable\seed_123\monitor\monitor_2141.csv.monitor.csv","38237","509878f73c04b8bfb51fc57ccc329336d4049f625181c1a80cbd53508fa72729","other"
"outputs\models\ppo_training_redesign\balanced_stable\seed_123\monitor\monitor_3150.csv.monitor.csv","38139","3c78cfdf3466912b05586d7a4042f7dbf412e1ce419acd41d4b2b6205c246848","other"
"outputs\tables\.gitkeep","5","f01a374e9c81e3db89b3a42940c4d6a5447684986a1296e42bf13f196eed6295","table"
"outputs\tables\discount_response_action_ranking.csv","7808","ada2e9a2d92bf9a2b2ee8832f5134c086c9b509dafd7820008eb6b01f9eefd0a","table"
"outputs\tables\discount_response_bias_transmission_summary.csv","661","7e0a2a5e91c09ad902fe84d9ef9fb27cca361accc72237dc97a08e81b04750bf","table"
"outputs\tables\discount_response_by_product.csv","23575","a94c0152b47aa9da79f919e5e4492ece3b59af8903684ec81494743fe7932127","table"
"outputs\tables\discount_response_by_store.csv","29866","39a89d1106d61369b07a12d72d7cd49eee1761f369fb83e921dc915ff95f5989","table"
"outputs\tables\discount_response_comparison_by_segment.csv","14494","cec34073fb6f1844a2a1da2d32d70e8879b9e986dd8aa7ad6db00b0ab6cb0828","table"
"outputs\tables\discount_response_confounding_audit.csv","1229","40a7c9da177f6de9982d31beba2248b42e110612b0a2d52d095c599b480987aa","table"
"outputs\tables\discount_response_correlations.csv","865","f8fd3387aa85316dbb3c094ce748a84fe022fa9ee0df8f31311d16bc9c4dfdd8","table"
"outputs\tables\discount_response_curves.csv","181795","5db5dfd3147a729c2d3e2ec5357555f56546d985ac6fbe97e812745c9775cd9b","table"
"outputs\tables\discount_response_descriptive_summary.csv","1151","ba2235ac0ae4591fc80863132f8251708357d61828af8df2896897c658666c1f","table"
"outputs\tables\discount_response_implied_sensitivity.csv","17859","e79a3b30f54adc5a1e9d6189ad3b43ac2fbc7cf79a0ec82b767d326f2405e41d","table"
"outputs\tables\discount_response_markdown_support.csv","2824","3e753b4320ff4f8c8133ee02fcb78ed60fb1dab141034456680eeb530a67494e","table"
"outputs\tables\discount_response_model_metrics.csv","1349","67d1e0593cfec0004857711c1568a5052364aa87617010d0ec4795941ae0cf6d","table"
"outputs\tables\discount_response_robustness.csv","1158","adba26dfd35b5e10ab55018a1937003443142e0e2bbebef27ad25f4660b2c6df","table"
"outputs\tables\discount_response_segment_metrics.csv","19276","d311d780c5f0f32dbc741ffc5cf8e458f1983fe4d3bed3322617942f226b4c90","table"
"outputs\tables\discount_response_support_audit.csv","243","34dbe31a8133dd0234c39fbf71b30326ed4cd7af02cfb19ee03484afa37b0f00","table"
"outputs\tables\discount_response_target_comparison.csv","146044","9c3c865d3f75dfb65154e3eaaa583949e7d6c473dd9701a541254ecbc61d2b76","table"
"outputs\tables\dqn_canonical_candidate_selection.csv","1472","c73cd236d314143f828e410303a603c0b4b18a6ac4ef54ced253bf5fee80e0a5","table"
"outputs\tables\dqn_checkpoint_evaluation_all_seeds.csv","13790","3bd7be96ef270fee34906e0b16b17c9119d3b7bc0ac6346de9871d32aa89046c","table"
"outputs\tables\dqn_checkpoint_state_actions.csv","157645","ca9b37ce7f7a8dbd70af5f265f5616e3285bf1309a3bdc9db3b99edf38f28a92","table"
"outputs\tables\dqn_checkpoint_validation_episode_results.csv","148079","a8075a281beae0a93062a7637f2c810150149174169a94ce47b26da87f88eb0d","table"
"outputs\tables\dqn_checkpoint_validation_summary.csv","11644","0c953c761d80ac40368d35843f847d6829dc4e5d34201e665c90dc8187ae3a5a","table"
"outputs\tables\dqn_clustered_validation_inference.csv","623","c26331c00719af6c11c2d7dd18e9d5c55cb582cd352c24cb0838266e1d6fe7be","table"
"outputs\tables\dqn_environment_compatibility_audit.csv","999","e886eb55a471c0bc84fe6a8544ef87bfbe75a372aa0e333a6029f4c23df3d331","table"
"outputs\tables\dqn_episode_mean_gain_across_seeds.csv","2185","a249f91ba25fa31f27848189dbb4d0e7f91294ed2326954570250c827b1e05fe","table"
"outputs\tables\dqn_equal_weight_ensemble_state_actions.csv","13152","fd51f94e1a95108cc96180438b03ffea5f7b3d9e4e4313d72c5760458cda5799","table"
"outputs\tables\dqn_equal_weight_ensemble_validation.csv","1132","1d6c527b22512b6120b18e9d4e3a796f86261eb76a89c2871ef45d94568f7c7d","table"
"outputs\tables\dqn_final_candidate_comparison.csv","3982","b47e8113416909ae073a2d6421d62df2fdc64543aa353a65b51793db7b865f18","table"
"outputs\tables\dqn_pooled_inference_audit.csv","775","ad0d45d0bf6dd5eca5da49a916f1577324abe43ec520977026f2ac267300d4f4","table"
"outputs\tables\dqn_pooled_validation_results.csv","576","830d4e2ed107f16f854dfc1e6c3a66592413141e38bec6d9c225b217d5935d45","table"
"outputs\tables\dqn_seed_by_episode_profit_differences.csv","19515","9cc291aecd9ef25090699f13832268ecc1d425201973630797ff7ee2d77acf46","table"
"outputs\tables\dqn_seed_stability.csv","1259","1b1d4614627bdd155fcd87e401362642f266ac2316cf688309d0512eb8b50f18","table"
"outputs\tables\dqn_training_population_audit.csv","809","222521bfa8ad5b9ce46bf1171933d41d8e9c6a3bacbe4102c3cb4e1c90926241","table"
"outputs\tables\dqn_worst_episode_diagnostics.csv","1891","7a7a4f4a9ac6cf860b147245dcfb76e66ddbad54fc9c9d90581b038657fcb58b","table"
"outputs\tables\final_candidate_model_comparison.csv","451","467ef2fea05c3db118ba20770b11a12cad96e90057858b22bbdfd7e1c47a9b61","table"
"outputs\tables\final_candidate_paired_episode_results.csv","2","7eb70257593da06f682a3ddda54a9d260d4fc514f645237f5ca74b08f8da61a6","table"
"outputs\tables\final_candidate_seed_stability.csv","451","467ef2fea05c3db118ba20770b11a12cad96e90057858b22bbdfd7e1c47a9b61","table"
"outputs\tables\final_dqn_ensemble_test_episode_results.csv","24909","e490bf1b1559a83b627b9f4276632cab75533fe8016d2f3638d5c8214adea568","table"
"outputs\tables\final_dqn_ensemble_test_pairing_audit.csv","4673","05f5e60c1ce89e406b7d37d0a0f83217e9dc728bd1df537bed704d6969798dd8","table"
"outputs\tables\final_dqn_ensemble_test_population_audit.csv","547","0155d432296443e84a0399ed88e6cca9c44223ff0332b009cef1aaebcc0c73a0","table"
"outputs\tables\final_dqn_ensemble_test_state_actions.csv","30130","dfbf19dda885fa37aa58f1dc05f23551775c7f5980dafcb95e1a10d9a639833b","table"
